"Device","Date","WindSpeed","WindSpeed_Std","Power","Temperature","Relh","Pressure"
"WTG01","2020/03/01 00:00:00.000",20.9,0.9,2887.7,3.1,78.9735914052683,818.624510243358
"WTG01","2020/03/01 00:10:00.000",19.6,1,2852.4,2.7,79.9807578634761,818.457886234181
"WTG01","2020/03/01 00:20:00.000",20.3,0.9,2835.9,2.5,80.48434109258,818.374574229593
"WTG01","2020/03/01 00:30:00.000",20,1.1,2840.3,2.3,80.9879243216839,818.291262225004
"WTG01","2020/03/01 00:40:00.000",19.9,0.8,2838.6,2.1,81.4915075507878,818.207950220416
"WTG01","2020/03/01 00:50:00.000",20.5,1,2843.5,2.2,81.2397159362359,818.24960622271
"WTG01","2020/03/01 01:00:00.000",20.8,1,2859.8,2.3,80.9879243216839,818.291262225004
"WTG01","2020/03/01 01:10:00.000",20.6,1.3,2856.4,2.3,80.9879243216839,818.291262225004
"WTG01","2020/03/01 01:20:00.000",17.7,1.1,2834.9,1.8,82.2468823944436,818.082982213533
"WTG01","2020/03/01 01:30:00.000",15.9,1,2834,1.4,83.2540488526514,817.916358204356
"WTG01","2020/03/01 01:40:00.000",13.3,1.4,2831.2,1.1,84.0094236963073,817.791390197473
"WTG01","2020/03/01 01:50:00.000",13,0.9,2809.2,0.9,84.5130069254112,817.708078192885
"WTG01","2020/03/01 02:00:00.000",13.9,1.1,2805.7,0.8,84.7647985399631,817.666422190591
"WTG01","2020/03/01 02:10:00.000",14.7,1.1,2808.4,0.9,84.5130069254112,817.708078192885
"WTG01","2020/03/01 02:20:00.000",14.9,1.2,2892.5,0.9,84.5130069254112,817.708078192885
"WTG01","2020/03/01 02:30:00.000",14.8,1.2,2837.8,0.9,84.5130069254112,817.708078192885
"WTG01","2020/03/01 02:40:00.000",13.9,0.9,2831.7,0.9,84.5130069254112,817.708078192885
"WTG01","2020/03/01 02:50:00.000",13.8,1.1,2811.5,1,84.2612153108592,817.749734195179
"WTG01","2020/03/01 03:00:00.000",14.8,1.1,2805.1,0.9,84.5130069254112,817.708078192885
"WTG01","2020/03/01 03:10:00.000",15.6,1,2805.3,0.9,84.5130069254112,817.708078192885
"WTG01","2020/03/01 03:20:00.000",14.7,1.1,2810.8,0.8,84.7647985399631,817.666422190591
"WTG01","2020/03/01 03:30:00.000",13.2,0.9,2814.2,0.6,85.268381769067,817.583110186002
"WTG01","2020/03/01 03:40:00.000",14.3,1,2806.7,0.5,85.5201733836189,817.541454183708
"WTG01","2020/03/01 03:50:00.000",14.3,1.3,2805.2,0.5,85.5201733836189,817.541454183708
"WTG01","2020/03/01 04:00:00.000",15.1,1.1,2802.5,0.5,85.5201733836189,817.541454183708
"WTG01","2020/03/01 04:10:00.000",14.5,1.1,2839.7,0.5,85.5201733836189,817.541454183708
"WTG01","2020/03/01 04:20:00.000",14,1.2,2942.8,0.5,85.5201733836189,817.541454183708
"WTG01","2020/03/01 04:30:00.000",14.8,1.4,2860.5,0.4,85.7719649981709,817.499798181414
"WTG01","2020/03/01 04:40:00.000",14.8,1.2,2827.1,0.4,85.7719649981709,817.499798181414
"WTG01","2020/03/01 04:50:00.000",14.7,1.3,2817.7,0.4,85.7719649981709,817.499798181414
"WTG01","2020/03/01 05:00:00.000",14.2,1.2,2880.7,0.4,85.7719649981709,817.499798181414
"WTG01","2020/03/01 05:10:00.000",12.1,0.8,3072.7,0.4,85.7719649981709,817.499798181414
"WTG01","2020/03/01 05:20:00.000",11.9,0.8,3200.6,0.4,85.7719649981709,817.499798181414
"WTG01","2020/03/01 05:30:00.000",11.5,1.2,3024.8,0.3,86.0237566127228,817.45814217912
"WTG01","2020/03/01 05:40:00.000",11,0.8,2873,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 05:50:00.000",9.8,1.5,2454.2,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 06:00:00.000",7.6,1.1,1358.1,0,86.7791314563787,817.333174172237
"WTG01","2020/03/01 06:10:00.000",6.7,0.7,855.2,-0.1,87.0309230709306,817.291518169943
"WTG01","2020/03/01 06:20:00.000",8.3,1.1,1449.6,0,86.7791314563787,817.333174172237
"WTG01","2020/03/01 06:30:00.000",9.6,0.7,2121,0.3,86.0237566127228,817.45814217912
"WTG01","2020/03/01 06:40:00.000",8.3,1.4,1639.7,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 06:50:00.000",8.5,1,1693.5,0.1,86.5273398418267,817.374830174531
"WTG01","2020/03/01 07:00:00.000",8.9,1.3,1965.7,0.1,86.5273398418267,817.374830174531
"WTG01","2020/03/01 07:10:00.000",9.2,0.9,2096,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 07:20:00.000",8.2,0.9,1774.3,0.1,86.5273398418267,817.374830174531
"WTG01","2020/03/01 07:30:00.000",8.1,0.9,1602,0,86.7791314563787,817.333174172237
"WTG01","2020/03/01 07:40:00.000",9.5,1.3,2195.2,0.1,86.5273398418267,817.374830174531
"WTG01","2020/03/01 07:50:00.000",8.8,0.9,1963.8,0.1,86.5273398418267,817.374830174531
"WTG01","2020/03/01 08:00:00.000",9,0.9,1970.6,0.1,86.5273398418267,817.374830174531
"WTG01","2020/03/01 08:10:00.000",8.9,1,2021.8,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 08:20:00.000",8,0.8,1566.8,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 08:30:00.000",7.8,0.7,1489.1,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 08:40:00.000",9.3,0.9,2094.1,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 08:50:00.000",8.8,0.8,1985.2,0.2,86.2755482272748,817.416486176825
"WTG01","2020/03/01 09:00:00.000",9.4,1,2247.4,0.3,86.0237566127228,817.45814217912
"WTG01","2020/03/01 09:10:00.000",9.5,0.9,2225.9,0.4,85.7719649981709,817.499798181414
"WTG01","2020/03/01 09:20:00.000",9.7,0.9,2381.4,0.4,85.7719649981709,817.499798181414
"WTG01","2020/03/01 09:30:00.000",9,1,1969.3,0.5,85.5201733836189,817.541454183708
"WTG01","2020/03/01 09:40:00.000",9.7,0.7,2272.4,0.7,85.0165901545151,817.624766188297
"WTG01","2020/03/01 09:50:00.000",10.5,0.5,2628.6,0.7,85.0165901545151,817.624766188297
"WTG01","2020/03/01 10:00:00.000",8.9,0.9,1967.4,0.6,85.268381769067,817.583110186002
"WTG01","2020/03/01 10:10:00.000",8.1,0.8,1594.7,0.7,85.0165901545151,817.624766188297
"WTG01","2020/03/01 10:20:00.000",7.1,0.8,1124.4,0.7,85.0165901545151,817.624766188297
"WTG01","2020/03/01 10:30:00.000",7.1,0.5,969.7,0.9,84.5130069254112,817.708078192885
"WTG01","2020/03/01 10:40:00.000",7.3,0.3,1133.9,1,84.2612153108592,817.749734195179
"WTG01","2020/03/01 10:50:00.000",7.9,0.6,1368.3,1.2,83.7576320817553,817.833046199768
"WTG01","2020/03/01 11:00:00.000",7.4,0.4,1167.3,1.3,83.5058404672034,817.874702202062
"WTG01","2020/03/01 11:10:00.000",6.9,0.5,971.3,1.3,83.5058404672034,817.874702202062
"WTG01","2020/03/01 11:20:00.000",7,0.4,968.7,1.3,83.5058404672034,817.874702202062
"WTG01","2020/03/01 11:30:00.000",5.8,0.6,488.8,1.3,83.5058404672034,817.874702202062
"WTG01","2020/03/01 11:40:00.000",5.4,0.3,395.7,1.5,83.0022572380995,817.95801420665
"WTG01","2020/03/01 11:50:00.000",5.2,0.5,349.6,1.6,82.7504656235475,817.999670208945
"WTG01","2020/03/01 12:00:00.000",5,0.4,298.1,2.8,79.7289662489242,818.499542236475
"WTG01","2020/03/01 12:10:00.000",5.9,0.6,489.4,3.5,77.9664249470605,818.791134252535
"WTG01","2020/03/01 12:20:00.000",6.1,0.7,629,4,76.7074668743008,818.999414264006
"WTG01","2020/03/01 12:30:00.000",7.2,0.5,1003.4,4.1,76.4556752597489,819.0410702663
"WTG01","2020/03/01 12:40:00.000",6.6,0.8,827.5,4.1,76.4556752597489,819.0410702663
"WTG01","2020/03/01 12:50:00.000",6.7,0.6,889.3,4.1,76.4556752597489,819.0410702663
"WTG01","2020/03/01 13:00:00.000",6.4,0.6,729.5,4.3,75.952092030645,819.124382270889
"WTG01","2020/03/01 13:10:00.000",6.3,0.4,657,4.3,75.952092030645,819.124382270889
"WTG01","2020/03/01 13:20:00.000",6.1,0.5,594.3,4.7,74.9449255724372,819.291006280066
"WTG01","2020/03/01 13:30:00.000",6,0.7,581.3,4.8,74.6931339578852,819.33266228236
"WTG01","2020/03/01 13:40:00.000",5.6,0.5,427.3,4.6,75.1967171869891,819.249350277772
"WTG01","2020/03/01 13:50:00.000",5.3,0.6,382.1,5.1,73.9377591142294,819.457630289243
"WTG01","2020/03/01 14:00:00.000",5.1,0.4,326.2,5.5,72.9305926560216,819.62425429842
"WTG01","2020/03/01 14:10:00.000",5.1,0.5,331.8,5,74.1895507287813,819.415974286949
"WTG01","2020/03/01 14:20:00.000",5.3,0.3,359.1,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/01 14:30:00.000",4.7,0.4,248.5,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/01 14:40:00.000",5.2,0.5,370.2,5.7,72.4270094269177,819.707566303008
"WTG01","2020/03/01 14:50:00.000",5.1,0.4,300.7,5.9,71.9234261978138,819.790878307597
"WTG01","2020/03/01 15:00:00.000",4.2,0.5,92.9,6,71.6716345832619,819.832534309891
"WTG01","2020/03/01 15:10:00.000",3.9,0.3,99.1,6.2,71.168051354158,819.915846314479
"WTG01","2020/03/01 15:20:00.000",4.1,0.4,102.6,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/01 15:30:00.000",3.8,0.7,56.4,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/01 15:40:00.000",2.6,0.8,-9.7,6.8,69.6573016668463,820.165782328245
"WTG01","2020/03/01 15:50:00.000",3.3,0.5,12.6,7.1,68.9019268231905,820.290750335127
"WTG01","2020/03/01 16:00:00.000",4.2,1,106.5,7,69.1537184377424,820.249094332833
"WTG01","2020/03/01 16:10:00.000",4.3,0.6,187.6,6.9,69.4055100522944,820.207438330539
"WTG01","2020/03/01 16:20:00.000",4.2,0.4,133.3,6.8,69.6573016668463,820.165782328245
"WTG01","2020/03/01 16:30:00.000",3.5,0.4,11.4,6.6,70.1608848959502,820.082470323656
"WTG01","2020/03/01 16:40:00.000",3.8,0.5,64.3,6.9,69.4055100522944,820.207438330539
"WTG01","2020/03/01 16:50:00.000",3.8,0.6,40,7,69.1537184377424,820.249094332833
"WTG01","2020/03/01 17:00:00.000",4.1,0.4,116,6.6,70.1608848959502,820.082470323656
"WTG01","2020/03/01 17:10:00.000",3.6,0.7,46,6.2,71.168051354158,819.915846314479
"WTG01","2020/03/01 17:20:00.000",3.2,0.4,13.7,6.1,71.4198429687099,819.874190312185
"WTG01","2020/03/01 17:30:00.000",2.3,0.3,-18.2,6.2,71.168051354158,819.915846314479
"WTG01","2020/03/01 17:40:00.000",2.2,0.6,-13.9,6.3,70.916259739606,819.957502316774
"WTG01","2020/03/01 17:50:00.000",2.1,0.3,-12.5,6.2,71.168051354158,819.915846314479
"WTG01","2020/03/01 18:00:00.000",1.7,0.3,-10.9,6.2,71.168051354158,819.915846314479
"WTG01","2020/03/01 18:10:00.000",1.9,0.2,-10.2,6,71.6716345832619,819.832534309891
"WTG01","2020/03/01 18:20:00.000",1.8,0.2,-10.2,5.9,71.9234261978138,819.790878307597
"WTG01","2020/03/01 18:30:00.000",2,0.2,-10.1,5.9,71.9234261978138,819.790878307597
"WTG01","2020/03/01 18:40:00.000",2.2,0.1,-10.1,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/01 18:50:00.000",2.1,0.1,-10.1,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/01 19:00:00.000",2.3,0.1,-10,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/01 19:10:00.000",2.4,0.1,-10,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/01 19:20:00.000",2.4,0.1,-9.9,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/01 19:30:00.000",2.2,0.2,-9.8,5.7,72.4270094269177,819.707566303008
"WTG01","2020/03/01 19:40:00.000",2,0.4,-9.8,5.7,72.4270094269177,819.707566303008
"WTG01","2020/03/01 19:50:00.000",1.5,0.2,-9.7,5.7,72.4270094269177,819.707566303008
"WTG01","2020/03/01 20:00:00.000",1.6,0.2,-10,5.6,72.6788010414697,819.665910300714
"WTG01","2020/03/01 20:10:00.000",2.9,0.9,-9.9,5.5,72.9305926560216,819.62425429842
"WTG01","2020/03/01 20:20:00.000",3.1,0.4,-9.8,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/01 20:30:00.000",2.8,0.1,-9.8,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/01 20:40:00.000",2.7,0.1,-9.7,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/01 20:50:00.000",2.3,0.2,-9.7,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/01 21:00:00.000",2.1,0.1,-9.4,5.4,73.1823842705736,819.582598296126
"WTG01","2020/03/01 21:10:00.000",2,0.1,-9,5.4,73.1823842705736,819.582598296126
"WTG01","2020/03/01 21:20:00.000",1.6,0.2,-9.4,5.6,72.6788010414697,819.665910300714
"WTG01","2020/03/01 21:30:00.000",0.9,0.2,-9,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/01 21:40:00.000",0.7,0.2,-10.8,7.1,68.9019268231905,820.290750335127
"WTG01","2020/03/01 21:50:00.000",1.1,0.2,-10.7,6.7,69.9090932813982,820.124126325951
"WTG01","2020/03/01 22:00:00.000",0.8,0.2,-9,6.8,69.6573016668463,820.165782328245
"WTG01","2020/03/01 22:10:00.000",0.7,0.1,-8.8,7.1,68.9019268231905,820.290750335127
"WTG01","2020/03/01 22:20:00.000",1,0.2,-8.8,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/01 22:30:00.000",1.1,0.1,-8.9,6.2,71.168051354158,819.915846314479
"WTG01","2020/03/01 22:40:00.000",1.2,0.1,-9,6.3,70.916259739606,819.957502316774
"WTG01","2020/03/01 22:50:00.000",1.4,0.2,-9.4,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/01 23:00:00.000",2,0.1,-9,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/01 23:10:00.000",2.3,0.2,-8.9,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/01 23:20:00.000",2.8,0.1,-9.1,6.2,71.168051354158,819.915846314479
"WTG01","2020/03/01 23:30:00.000",2.8,0.1,-8.9,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/01 23:40:00.000",2.9,0.1,-8.9,6.8,69.6573016668463,820.165782328245
"WTG01","2020/03/01 23:50:00.000",3,0.1,-14.2,6.6,70.1608848959502,820.082470323656
"WTG01","2020/03/02 00:00:00.000",2.8,0.1,-10.3,6.7,69.9090932813982,820.124126325951
"WTG01","2020/03/02 00:10:00.000",2.8,0.1,-10.2,6.7,69.9090932813982,820.124126325951
"WTG01","2020/03/02 00:20:00.000",2.9,0.1,-10.9,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/02 00:30:00.000",2.8,0.2,-9.2,6.1,71.4198429687099,819.874190312185
"WTG01","2020/03/02 00:40:00.000",3,0.1,-10.2,6.2,71.168051354158,819.915846314479
"WTG01","2020/03/02 00:50:00.000",3.1,0.1,-9.4,6,71.6716345832619,819.832534309891
"WTG01","2020/03/02 01:00:00.000",2.9,0.2,-9.1,6,71.6716345832619,819.832534309891
"WTG01","2020/03/02 01:10:00.000",2.9,0.2,-8.9,6,71.6716345832619,819.832534309891
"WTG01","2020/03/02 01:20:00.000",2.8,0.2,-9.5,6,71.6716345832619,819.832534309891
"WTG01","2020/03/02 01:30:00.000",2.8,0.1,-10.5,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/02 01:40:00.000",2.6,0.2,-10.4,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/02 01:50:00.000",2.6,0.2,-9.6,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/02 02:00:00.000",2.8,0.2,-9.1,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/02 02:10:00.000",3,0.2,-9.5,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/02 02:20:00.000",3.2,0.2,-9.4,5.7,72.4270094269177,819.707566303008
"WTG01","2020/03/02 02:30:00.000",3.1,0.2,-9.5,5.7,72.4270094269177,819.707566303008
"WTG01","2020/03/02 02:40:00.000",2.8,0.5,-9.2,5.5,72.9305926560216,819.62425429842
"WTG01","2020/03/02 02:50:00.000",2,0.4,-9,5.2,73.6859674996774,819.499286291537
"WTG01","2020/03/02 03:00:00.000",2.3,0.4,-9,5.2,73.6859674996774,819.499286291537
"WTG01","2020/03/02 03:10:00.000",3.3,0.3,-9.9,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/02 03:20:00.000",3.1,0.2,-9.1,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/02 03:30:00.000",3.3,0.3,-9.9,5.1,73.9377591142294,819.457630289243
"WTG01","2020/03/02 03:40:00.000",3.2,0.3,-9.9,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/02 03:50:00.000",3.1,0.3,-10.2,5.3,73.4341758851255,819.540942293831
"WTG01","2020/03/02 04:00:00.000",3.2,0.3,-9.8,5.1,73.9377591142294,819.457630289243
"WTG01","2020/03/02 04:10:00.000",3.6,0.4,11.6,4.9,74.4413423433333,819.374318284654
"WTG01","2020/03/02 04:20:00.000",4.4,0.2,212,5,74.1895507287813,819.415974286949
"WTG01","2020/03/02 04:30:00.000",5.2,0.3,318.3,5.1,73.9377591142294,819.457630289243
"WTG01","2020/03/02 04:40:00.000",5,0.3,343.6,5,74.1895507287813,819.415974286949
"WTG01","2020/03/02 04:50:00.000",4.6,0.6,295.6,4.4,75.700300416093,819.166038273183
"WTG01","2020/03/02 05:00:00.000",4.6,0.4,294,4.2,76.2038836451969,819.082726268595
"WTG01","2020/03/02 05:10:00.000",4.9,0.2,307.8,4.6,75.1967171869891,819.249350277772
"WTG01","2020/03/02 05:20:00.000",5,0.2,309.6,4.7,74.9449255724372,819.291006280066
"WTG01","2020/03/02 05:30:00.000",5.1,0.3,312.9,4.7,74.9449255724372,819.291006280066
"WTG01","2020/03/02 05:40:00.000",5.2,0.2,327,4.9,74.4413423433333,819.374318284654
"WTG01","2020/03/02 05:50:00.000",5.3,0.2,359.7,4.9,74.4413423433333,819.374318284654
"WTG01","2020/03/02 06:00:00.000",5.4,0.2,412.8,4.8,74.6931339578852,819.33266228236
"WTG01","2020/03/02 06:10:00.000",5.4,0.2,437,4.7,74.9449255724372,819.291006280066
"WTG01","2020/03/02 06:20:00.000",5.6,0.3,525.8,4.5,75.4485088015411,819.207694275477
"WTG01","2020/03/02 06:30:00.000",5.5,0.3,540.8,4.3,75.952092030645,819.124382270889
"WTG01","2020/03/02 06:40:00.000",5.2,0.3,506.3,4.4,75.700300416093,819.166038273183
"WTG01","2020/03/02 06:50:00.000",5.2,0.3,470.2,4.5,75.4485088015411,819.207694275477
"WTG01","2020/03/02 07:00:00.000",5.3,0.3,528.7,4.3,75.952092030645,819.124382270889
"WTG01","2020/03/02 07:10:00.000",5.5,0.3,528.5,4.4,75.700300416093,819.166038273183
"WTG01","2020/03/02 07:20:00.000",6.3,0.6,648.4,4.6,75.1967171869891,819.249350277772
"WTG01","2020/03/02 07:30:00.000",6,0.8,654.8,4.6,75.1967171869891,819.249350277772
"WTG01","2020/03/02 07:40:00.000",5.1,0.3,526.9,4.1,76.4556752597489,819.0410702663
"WTG01","2020/03/02 07:50:00.000",5.2,0.4,547.7,4.1,76.4556752597489,819.0410702663
"WTG01","2020/03/02 08:00:00.000",5.8,0.4,685.6,4.2,76.2038836451969,819.082726268595
"WTG01","2020/03/02 08:10:00.000",6.8,0.4,1015,4.3,75.952092030645,819.124382270889
"WTG01","2020/03/02 08:20:00.000",7.5,0.4,1250.4,4.5,75.4485088015411,819.207694275477
"WTG01","2020/03/02 08:30:00.000",7.9,0.3,1255,4.8,74.6931339578852,819.33266228236
"WTG01","2020/03/02 08:40:00.000",8,0.4,1421.9,4.6,75.1967171869891,819.249350277772
"WTG01","2020/03/02 08:50:00.000",9.2,0.5,1831.2,4.9,74.4413423433333,819.374318284654
"WTG01","2020/03/02 09:00:00.000",8.9,0.6,621,4.5,75.4485088015411,819.207694275477
"WTG01","2020/03/02 09:10:00.000",8.5,0.5,-10.6,3.6,77.7146333325086,818.832790254829
"WTG01","2020/03/02 12:10:00.000",8.9,1,1716.7,4.9,74.4413423433333,819.374318284654
"WTG01","2020/03/02 12:20:00.000",8,0.8,1529.4,5.2,73.6859674996774,819.499286291537
"WTG01","2020/03/02 12:30:00.000",8.2,0.8,1581.6,5.4,73.1823842705736,819.582598296126
"WTG01","2020/03/02 12:40:00.000",8.2,1,1597.5,5.5,72.9305926560216,819.62425429842
"WTG01","2020/03/02 12:50:00.000",8.3,0.9,1568.8,5.8,72.1752178123658,819.749222305302
"WTG01","2020/03/02 13:00:00.000",7.6,0.8,1234.6,6.1,71.4198429687099,819.874190312185
"WTG01","2020/03/02 13:10:00.000",8.4,0.9,1501.8,6.4,70.6644681250541,819.999158319068
"WTG01","2020/03/02 13:20:00.000",7.8,0.9,1275.7,6.6,70.1608848959502,820.082470323656
"WTG01","2020/03/02 13:30:00.000",7.8,0.6,1295.7,6.9,69.4055100522944,820.207438330539
"WTG01","2020/03/02 13:40:00.000",7.7,0.8,1270.3,7,69.1537184377424,820.249094332833
"WTG01","2020/03/02 13:50:00.000",7.8,0.5,1353.3,7.2,68.6501352086385,820.332406337422
"WTG01","2020/03/02 14:00:00.000",7.5,0.7,1232.7,7.5,67.8947603649827,820.457374344304
"WTG01","2020/03/02 14:10:00.000",7.2,0.6,1069.5,7.8,67.1393855213268,820.582342351187
"WTG01","2020/03/02 14:20:00.000",6.8,0.4,881.6,8.1,66.384010677671,820.70731035807
"WTG01","2020/03/02 14:30:00.000",6.3,0.6,698.9,8.3,65.8804274485671,820.790622362658
"WTG01","2020/03/02 14:40:00.000",5.2,0.8,373.9,8.8,64.6214693758074,820.998902374129
"WTG01","2020/03/02 14:50:00.000",5.1,0.5,295.2,9.2,63.6143029175996,821.165526383306
"WTG01","2020/03/02 15:00:00.000",5.2,0.5,318.3,9.2,63.6143029175996,821.165526383306
"WTG01","2020/03/02 15:10:00.000",5.1,0.3,330.1,9.5,62.8589280739437,821.290494390189
"WTG01","2020/03/02 15:20:00.000",5.5,0.5,374.1,9.6,62.6071364593918,821.332150392483
"WTG01","2020/03/02 15:30:00.000",5.2,0.5,321.8,9.8,62.1035532302879,821.415462397072
"WTG01","2020/03/02 15:40:00.000",5.7,0.5,450.8,10,61.599970001184,821.49877440166
"WTG01","2020/03/02 15:50:00.000",5.2,0.6,309.8,10.2,61.0963867720801,821.582086406249
"WTG01","2020/03/02 16:00:00.000",5.1,0.6,306.3,10.3,60.8445951575282,821.623742408543
"WTG01","2020/03/02 16:10:00.000",5.2,0.7,332.3,10.4,60.5928035429762,821.665398410837
"WTG01","2020/03/02 16:20:00.000",5.9,0.6,487.8,10.5,60.3410119284243,821.707054413131
"WTG01","2020/03/02 16:30:00.000",6.2,0.8,600.4,10.5,60.3410119284243,821.707054413131
"WTG01","2020/03/02 16:40:00.000",6.2,0.4,586.1,10.6,60.0892203138723,821.748710415426
"WTG01","2020/03/02 16:50:00.000",5.7,0.4,458.5,10.7,59.8374286993204,821.79036641772
"WTG01","2020/03/02 17:00:00.000",5.7,0.5,441.6,10.8,59.5856370847684,821.832022420014
"WTG01","2020/03/02 17:10:00.000",6,0.6,539,10.8,59.5856370847684,821.832022420014
"WTG01","2020/03/02 17:20:00.000",5.4,0.7,407.9,10.8,59.5856370847684,821.832022420014
"WTG01","2020/03/02 17:30:00.000",6.1,0.4,568.4,10.9,59.3338454702165,821.873678422308
"WTG01","2020/03/02 17:40:00.000",5.3,0.6,362.5,10.8,59.5856370847684,821.832022420014
"WTG01","2020/03/02 17:50:00.000",5.7,0.8,480,10.9,59.3338454702165,821.873678422308
"WTG01","2020/03/02 18:00:00.000",5.9,0.5,478,10.9,59.3338454702165,821.873678422308
"WTG01","2020/03/02 18:10:00.000",5.8,0.6,479,10.9,59.3338454702165,821.873678422308
"WTG01","2020/03/02 18:20:00.000",5.6,0.8,479.5,11.4,58.0748873974568,822.08195843378
"WTG01","2020/03/02 18:30:00.000",5.9,0.3,503,11.2,58.5784706265607,821.998646429191
"WTG01","2020/03/02 18:40:00.000",5,0.4,322.8,10.7,59.8374286993204,821.79036641772
"WTG01","2020/03/02 18:50:00.000",5.4,0.4,373.3,11.1,58.8302622411126,821.956990426897
"WTG01","2020/03/02 19:00:00.000",5.5,0.4,370.6,11.6,57.5713041683529,822.165270438368
"WTG01","2020/03/02 19:10:00.000",5,0.4,268,11.5,57.8230957829048,822.123614436074
"WTG01","2020/03/02 19:20:00.000",5,0.4,273.8,11.3,58.3266790120087,822.040302431485
"WTG01","2020/03/02 19:30:00.000",4.6,0.4,198.2,11.4,58.0748873974568,822.08195843378
"WTG01","2020/03/02 19:40:00.000",3.7,0.3,64.6,10.6,60.0892203138723,821.748710415426
"WTG01","2020/03/02 19:50:00.000",4,0.4,63.7,10.8,59.5856370847684,821.832022420014
"WTG01","2020/03/02 20:00:00.000",3.9,0.6,45.4,11,59.0820538556645,821.915334424603
"WTG01","2020/03/02 20:10:00.000",3.9,0.7,73.3,10.9,59.3338454702165,821.873678422308
"WTG01","2020/03/02 20:20:00.000",5.3,0.3,327.5,11.6,57.5713041683529,822.165270438368
"WTG01","2020/03/02 20:30:00.000",4.2,0.6,105.3,11.2,58.5784706265607,821.998646429191
"WTG01","2020/03/02 20:40:00.000",2.9,0.5,-15.2,9.9,61.851761615736,821.457118399366
"WTG01","2020/03/02 20:50:00.000",2.9,0.7,-12.7,10.4,60.5928035429762,821.665398410837
"WTG01","2020/03/02 21:00:00.000",2.9,0.6,-13.7,10.5,60.3410119284243,821.707054413131
"WTG01","2020/03/02 21:10:00.000",3.1,0.4,-11.2,10.5,60.3410119284243,821.707054413131
"WTG01","2020/03/02 21:20:00.000",3.7,0.2,-10.7,9.9,61.851761615736,821.457118399366
"WTG01","2020/03/02 21:30:00.000",3.6,0.5,-12.5,10.1,61.3481783866321,821.540430403954
"WTG01","2020/03/02 21:40:00.000",3.5,0.5,-10.9,10.2,61.0963867720801,821.582086406249
"WTG01","2020/03/02 21:50:00.000",4.5,0.2,156.6,10.2,61.0963867720801,821.582086406249
"WTG01","2020/03/02 22:00:00.000",4.6,0.3,223.3,10.1,61.3481783866321,821.540430403954
"WTG01","2020/03/02 22:10:00.000",5.3,0.4,346.7,10.4,60.5928035429762,821.665398410837
"WTG01","2020/03/02 22:20:00.000",4.8,0.4,249.4,10.5,60.3410119284243,821.707054413131
"WTG01","2020/03/02 22:30:00.000",5.3,0.3,330.6,10.4,60.5928035429762,821.665398410837
"WTG01","2020/03/02 22:40:00.000",4.8,0.3,268.9,10.5,60.3410119284243,821.707054413131
"WTG01","2020/03/02 22:50:00.000",5.3,0.5,341.3,10.3,60.8445951575282,821.623742408543
"WTG01","2020/03/02 23:00:00.000",5.6,0.3,454.9,10.4,60.5928035429762,821.665398410837
"WTG01","2020/03/02 23:10:00.000",5.8,0.5,537.2,10.4,60.5928035429762,821.665398410837
"WTG01","2020/03/02 23:20:00.000",6.3,0.5,667.3,10.1,61.3481783866321,821.540430403954
"WTG01","2020/03/02 23:30:00.000",6.4,0.5,689.5,9.5,62.8589280739437,821.290494390189
